t,exercise,source,raw,smoothed,confidence,face_x,face_y,face_w,face_h,face_conf,face_area,orientation,pose_nose_y,pose_shoulder_y,pose_hip_y,pose_conf,event,phase,armed,rep_count,state,low,high,pose_shoulder_w,luma_mean,luma_center,depth_near,depth_center,depth_valid
4.5001,squat,face,0.019039,0.023501,0.876951,0.374159,0.452159,0.103487,0.183977,0.876951,0.019039,2,0.547756,0.537449,,0.775879,,peaked,1,0,debug,0.006000,0.012000,0.518061,0.563659,0.632370,,,
4.5334,squat,face,0.016697,0.021460,0.871645,0.376373,0.452849,0.096914,0.172291,0.871645,0.016697,2,0.542394,0.529527,,0.774902,,peaked,1,0,debug,0.006000,0.012000,0.492902,0.568440,0.639549,0.595000,1.585000,1.000000
4.5667,squat,face,0.015428,0.019650,0.839689,0.376354,0.453430,0.093158,0.165614,0.839689,0.015428,2,0.538609,0.517019,,0.799805,,peaked,1,0,debug,0.006000,0.012000,0.472666,0.574404,0.647828,0.595000,1.585000,1.000000
4.6001,squat,face,0.012951,0.017640,0.822653,0.379559,0.454436,0.085351,0.151735,0.822653,0.012951,2,0.539896,0.510950,,0.780762,,peaked,1,0,debug,0.006000,0.012000,0.435754,0.581828,0.651638,0.605000,1.585000,1.000000
4.6334,squat,face,0.011969,0.015939,0.883054,0.376479,0.447704,0.082052,0.145870,0.883054,0.011969,2,0.534746,0.496827,,0.783203,,peaked,1,0,debug,0.006000,0.012000,0.402766,0.590023,0.657977,,,
4.6668,squat,face,0.010776,0.014390,0.904902,0.378888,0.451256,0.077857,0.138413,0.904902,0.010776,2,0.532112,0.486780,,0.793945,,peaked,1,0,debug,0.006000,0.012000,0.377009,0.596056,0.661481,0.625000,1.595000,1.000000
4.7001,squat,face,0.010061,0.013092,0.916963,0.376712,0.450627,0.075230,0.133741,0.916963,0.010061,2,0.526968,0.487998,,0.797363,,peaked,1,0,debug,0.006000,0.012000,0.345236,0.596869,0.664978,,,
4.7334,squat,face,0.008893,0.011832,0.870805,0.373923,0.454344,0.070728,0.125739,0.870805,0.008893,2,0.526295,0.487907,0.296021,0.829102,,peaked,1,0,debug,0.006000,0.012000,0.334086,0.597459,0.669003,0.635000,1.595000,1.000000
4.7668,squat,face,0.008357,0.010790,0.881394,0.369272,0.456378,0.068562,0.121888,0.881394,0.008357,2,0.530166,0.489682,0.304701,0.853516,,peaked,1,0,debug,0.006000,0.012000,0.332182,0.600194,0.669246,0.645000,1.595000,1.000000
4.8001,squat,face,0.007673,0.009855,0.884160,0.367454,0.458020,0.065699,0.116798,0.884160,0.007673,2,0.530080,0.494165,0.309092,0.789551,,peaked,1,0,debug,0.006000,0.012000,0.314571,0.602619,0.669687,,,
4.8334,squat,face,0.006479,0.008842,0.885263,0.367788,0.464208,0.060369,0.107323,0.885263,0.006479,2,0.533322,0.491002,0.475730,0.848145,,peaked,1,0,debug,0.006000,0.012000,0.307094,0.603636,0.668128,0.655000,1.595000,1.000000
4.8668,squat,face,0.006188,0.008046,0.874721,0.367665,0.464495,0.059000,0.104888,0.874721,0.006188,2,0.533805,0.483190,0.325863,0.858398,,peaked,1,0,debug,0.006000,0.012000,0.289205,0.603008,0.666127,0.665000,1.595000,1.000000
4.9334,squat,face,0.005069,0.007153,0.844329,0.358270,0.478929,0.053398,0.094930,0.844329,0.005069,2,0.535879,0.483097,0.483980,0.815918,,peaked,1,0,debug,0.006000,0.012000,0.273033,0.600353,0.666460,,,
4.9668,squat,face,0.004165,0.006256,0.814301,0.357672,0.485740,0.048403,0.086049,0.814301,0.004165,2,0.537538,0.471067,0.339301,0.812500,,peaked,1,0,debug,0.006000,0.012000,0.243227,0.598821,0.664954,0.675000,1.605000,1.000000
5.0334,squat,face,0.004430,0.005709,0.755190,0.344068,0.493001,0.049919,0.088745,0.755190,0.004430,2,0.549034,0.472649,0.307905,0.753906,rep,rest,1,1,debug,0.006000,0.012000,0.250586,0.592989,0.666746,,,
5.0668,squat,face,0.003935,0.005177,0.700690,0.343977,0.495216,0.047049,0.083643,0.700690,0.003935,2,0.551076,0.468967,0.312158,0.766113,,rest,1,1,debug,0.006000,0.012000,0.245910,0.590319,0.666400,0.675000,1.615000,1.000000
5.1001,squat,face,0.003581,0.004698,0.789333,0.338052,0.502710,0.044883,0.079792,0.789333,0.003581,2,0.555324,0.464762,0.451435,0.757324,,rest,1,1,debug,0.006000,0.012000,0.243990,0.588070,0.666739,0.685000,1.615000,1.000000
5.1334,squat,face,0.003531,0.004348,0.797334,0.335775,0.494885,0.044567,0.079231,0.797334,0.003531,2,0.557202,0.461887,0.453537,0.742188,,rest,1,1,debug,0.006000,0.012000,0.241927,0.586271,0.665340,0.685000,1.615000,1.000000
5.2001,squat,face,0.003422,0.004070,0.727528,0.329955,0.506814,0.043871,0.077993,0.727528,0.003422,2,0.561751,0.463432,0.449556,0.729492,,rest,1,1,debug,0.006000,0.012000,0.238772,0.583801,0.662398,,,
5.2334,squat,face,0.003804,0.003990,0.711238,0.327568,0.499491,0.046258,0.082236,0.711238,0.003804,2,0.557750,0.463523,0.454360,0.755371,,rest,1,1,debug,0.006000,0.012000,0.238264,0.582575,0.660930,0.685000,1.625000,1.000000
5.2668,squat,face,0.003639,0.003885,0.711581,0.326762,0.496780,0.045242,0.080429,0.711581,0.003639,2,0.555975,0.464446,0.460049,0.761719,,rest,1,1,debug,0.006000,0.012000,0.237713,0.581103,0.658651,0.685000,1.625000,1.000000
5.3001,squat,face,0.003664,0.003819,0.698597,0.326915,0.494463,0.045397,0.080706,0.698597,0.003664,2,0.551101,0.465224,0.311717,0.763184,,rest,1,1,debug,0.006000,0.012000,0.239826,0.580927,0.657160,0.685000,1.635000,1.000000
5.3668,squat,face,0.004109,0.003906,0.793959,0.329592,0.482968,0.048078,0.085471,0.793959,0.004109,2,0.538606,0.472522,0.344046,0.797852,,rest,1,1,debug,0.006000,0.012000,0.243748,0.580571,0.655088,,,
5.4001,squat,face,0.004217,0.003999,0.827093,0.336321,0.480698,0.048704,0.086586,0.827093,0.004217,2,0.536716,0.478838,0.349676,0.849121,,rest,1,1,debug,0.006000,0.012000,0.258392,0.579456,0.652448,0.685000,1.635000,1.000000
5.4334,squat,face,0.004502,0.004150,0.796109,0.338743,0.478595,0.050322,0.089462,0.796109,0.004502,2,0.534954,0.480073,0.473670,0.830566,,rest,1,1,debug,0.006000,0.012000,0.256438,0.579289,0.651499,0.685000,1.635000,1.000000
5.4668,squat,face,0.005004,0.004406,0.813701,0.343370,0.475353,0.053055,0.094319,0.813701,0.005004,2,0.534229,0.476059,0.461241,0.814941,,rest,1,1,debug,0.006000,0.012000,0.249926,0.579593,0.650060,0.695000,1.645000,1.000000
5.5001,squat,face,0.006239,0.004956,0.834732,0.341744,0.477954,0.059240,0.105316,0.834732,0.006239,2,0.535723,0.488084,0.477272,0.830078,,rest,1,1,debug,0.006000,0.012000,0.265354,0.579288,0.649312,,,
5.5334,squat,face,0.006590,0.005446,0.773398,0.350660,0.471361,0.060885,0.108240,0.773398,0.006590,2,0.535302,0.503432,0.360588,0.791992,,rest,1,1,debug,0.006000,0.012000,0.305114,0.579020,0.646931,0.695000,1.645000,1.000000
5.5668,squat,face,0.006729,0.005831,0.821762,0.353926,0.474667,0.061521,0.109370,0.821762,0.006729,2,0.536831,0.505429,0.307973,0.832520,,rest,1,1,debug,0.006000,0.012000,0.312978,0.579276,0.647886,,,
5.6001,squat,face,0.006381,0.005996,0.822059,0.360608,0.476586,0.059909,0.106504,0.822059,0.006381,2,0.542660,0.508930,0.308358,0.770508,,rest,1,1,debug,0.006000,0.012000,0.323506,0.578687,0.645182,0.695000,1.645000,1.000000
5.6334,squat,face,0.007325,0.006395,0.817891,0.362266,0.475815,0.064191,0.114118,0.817891,0.007325,2,0.542370,0.505093,0.328379,0.779785,,leaving,1,1,debug,0.006000,0.012000,0.330897,0.576734,0.642228,0.705000,1.645000,1.000000
5.6668,squat,face,0.008637,0.007067,0.872205,0.365315,0.475379,0.069703,0.123916,0.872205,0.008637,2,0.546999,0.508621,0.312317,0.832520,,leaving,1,1,debug,0.006000,0.012000,0.340233,0.573301,0.638530,,,
5.7001,squat,face,0.009565,0.007817,0.888292,0.367302,0.472004,0.073349,0.130398,0.888292,0.009565,2,0.548203,0.513965,,0.806152,,leaving,1,1,debug,0.006000,0.012000,0.366102,0.570585,0.635357,0.705000,1.645000,1.000000
5.7334,squat,face,0.010327,0.008570,0.888292,0.366101,0.475207,0.076216,0.135496,0.888292,0.010327,2,0.544899,0.522518,,0.774902,,leaving,1,1,debug,0.006000,0.012000,0.381606,0.563907,0.627150,0.695000,1.645000,1.000000
5.7668,squat,face,0.011671,0.009500,0.869682,0.368576,0.472351,0.081026,0.144046,0.869682,0.011671,2,0.546709,0.530956,,0.807617,,leaving,1,1,debug,0.006000,0.012000,0.399394,0.557502,0.623133,0.685000,1.645000,1.000000
5.8334,squat,face,0.015345,0.011254,0.888292,0.365857,0.465279,0.092906,0.165166,0.888292,0.015345,2,0.550621,0.551639,,0.767578,,leaving,1,1,debug,0.006000,0.012000,0.445224,0.553527,0.613374,0.675000,1.635000,1.000000
5.8668,squat,face,0.017453,0.013114,0.896499,0.363721,0.461134,0.099084,0.176148,0.896499,0.017453,2,0.554525,0.554074,,0.758789,,peaked,1,1,debug,0.006000,0.012000,0.452108,0.552179,0.607747,0.665000,1.635000,1.000000
5.9001,squat,face,0.020818,0.015425,0.876673,0.358949,0.455300,0.108213,0.192378,0.876673,0.020818,2,0.557606,0.546180,,0.763184,,peaked,1,1,debug,0.006000,0.012000,0.491437,0.549849,0.602874,,,
5.9334,squat,face,0.023448,0.017832,0.871645,0.354704,0.456714,0.114845,0.204169,0.871645,0.023448,2,0.559122,0.534482,,0.758789,,peaked,1,1,debug,0.006000,0.012000,0.531077,0.548173,0.598562,0.645000,1.625000,1.000000
5.9668,squat,face,0.026281,0.020366,0.864332,0.347822,0.447851,0.121585,0.216151,0.864332,0.026281,2,0.559533,0.530022,,0.725098,,peaked,1,1,debug,0.006000,0.012000,0.547153,0.546733,0.594932,0.645000,1.615000,1.000000
6.0334,squat,face,0.030009,0.023259,0.870524,0.339786,0.438043,0.129923,0.230975,0.870524,0.030009,2,0.553097,0.522536,,0.721680,,peaked,1,1,debug,0.006000,0.012000,0.566448,0.547808,0.593716,,,
6.0668,squat,face,0.029109,0.025014,0.880008,0.341010,0.440267,0.127960,0.227484,0.880008,0.029109,2,0.548944,0.537773,,0.744141,,peaked,1,1,debug,0.006000,0.012000,0.593183,0.549444,0.596420,0.635000,1.605000,1.000000
6.1001,squat,face,0.029318,0.026305,0.882225,0.344059,0.436585,0.128419,0.228300,0.882225,0.029318,2,0.551191,0.528725,,0.761230,,peaked,1,1,debug,0.006000,0.012000,0.580640,0.552612,0.599632,0.625000,1.595000,1.000000
6.1334,squat,face,0.029119,0.027149,0.874442,0.342719,0.432661,0.127982,0.227523,0.874442,0.029119,2,0.551950,0.526902,,0.748535,,peaked,1,1,debug,0.006000,0.012000,0.567622,0.556503,0.605330,0.625000,1.595000,1.000000
6.2001,squat,face,0.025469,0.026645,0.902741,0.351820,0.435141,0.119694,0.212789,0.902741,0.025469,2,0.546524,0.519538,,0.798828,,peaked,1,1,debug,0.006000,0.012000,0.542988,0.565735,0.618670,,,
6.2334,squat,face,0.023062,0.025570,0.895137,0.357456,0.438625,0.113897,0.202483,0.895137,0.023062,2,0.543022,0.528607,,0.770020,,peaked,1,1,debug,0.006000,0.012000,0.518070,0.570758,0.626535,0.625000,1.605000,1.000000
6.2668,squat,face,0.020788,0.024136,0.879453,0.364218,0.441622,0.108135,0.192240,0.879453,0.020788,2,0.539655,0.523488,,0.768555,,peaked,1,1,debug,0.006000,0.012000,0.495750,0.575135,0.634032,0.615000,1.605000,1.000000
6.3001,squat,face,0.018344,0.022398,0.881671,0.365174,0.447784,0.101579,0.180585,0.881671,0.018344,2,0.538509,0.529016,,0.722168,,peaked,1,1,debug,0.006000,0.012000,0.480763,0.578968,0.640432,,,
6.3334,squat,face,0.016800,0.020719,0.848655,0.370186,0.442773,0.097211,0.172819,0.848655,0.016800,2,0.534230,0.521583,,0.728516,,peaked,1,1,debug,0.006000,0.012000,0.457182,0.581995,0.647935,0.625000,1.605000,1.000000
6.3668,squat,face,0.014451,0.018838,0.884436,0.373020,0.444777,0.090158,0.160282,0.884436,0.014451,2,0.530385,0.512010,,0.743652,,peaked,1,1,debug,0.006000,0.012000,0.415929,0.583626,0.651498,0.625000,1.615000,1.000000
6.4001,squat,face,0.013112,0.017120,0.909209,0.371844,0.447093,0.085881,0.152678,0.909209,0.013112,2,0.527895,0.514791,,0.751465,,peaked,1,1,debug,0.006000,0.012000,0.396616,0.586165,0.654308,,,
6.4334,squat,face,0.011833,0.015534,0.906250,0.374144,0.448397,0.081586,0.145042,0.906250,0.011833,2,0.521189,0.505945,0.255459,0.820312,,peaked,1,1,debug,0.006000,0.012000,0.380813,0.590355,0.659455,0.625000,1.605000,1.000000
6.5001,squat,face,0.009943,0.013857,0.887192,0.373852,0.452351,0.074784,0.132950,0.887192,0.009943,2,0.523921,0.496663,0.290813,0.807129,,peaked,1,1,debug,0.006000,0.012000,0.366241,0.601616,0.664867,,,
6.5335,squat,face,0.009311,0.012493,0.888017,0.368277,0.453984,0.072368,0.128655,0.888017,0.009311,2,0.523784,0.496084,0.282313,0.795410,,peaked,1,1,debug,0.006000,0.012000,0.348651,0.605137,0.667971,0.635000,1.605000,1.000000
6.6001,squat,face,0.007903,0.011116,0.877786,0.367819,0.454501,0.066674,0.118532,0.877786,0.007903,2,0.525010,0.482016,0.300432,0.779297,,peaked,1,1,debug,0.006000,0.012000,0.313352,0.604475,0.667069,,,
6.6335,squat,face,0.007408,0.010004,0.883331,0.367047,0.454449,0.064554,0.114762,0.883331,0.007408,2,0.522073,0.476725,0.278060,0.782227,,peaked,1,1,debug,0.006000,0.012000,0.304456,0.602444,0.667327,0.635000,1.615000,1.000000
6.6668,squat,face,0.007003,0.009103,0.827388,0.364757,0.456768,0.062762,0.111577,0.827388,0.007003,2,0.517836,0.475192,0.284743,0.838379,,peaked,1,1,debug,0.006000,0.012000,0.292799,0.598459,0.663889,0.635000,1.615000,1.000000
6.7001,squat,face,0.006977,0.008466,0.827978,0.361996,0.454884,0.062647,0.111372,0.827978,0.006977,2,0.515787,0.474296,0.280288,0.835449,,peaked,1,1,debug,0.006000,0.012000,0.280861,0.593937,0.661156,0.645000,1.615000,1.000000
6.7668,squat,face,0.006124,0.007763,0.830921,0.356731,0.456552,0.058691,0.104340,0.830921,0.006124,2,0.514495,0.475596,0.282041,0.838379,,peaked,1,1,debug,0.006000,0.012000,0.277328,0.587674,0.658145,,,
6.8001,squat,face,0.005869,0.007195,0.806771,0.353744,0.459726,0.057457,0.102146,0.806771,0.005869,2,0.514999,0.476171,0.456434,0.872559,,peaked,1,1,debug,0.006000,0.012000,0.273454,0.585625,0.658696,0.645000,1.625000,1.000000
6.8335,squat,face,0.005833,0.006786,0.830333,0.348099,0.464144,0.057281,0.101833,0.830333,0.005833,2,0.522078,0.474596,0.302260,0.810547,,peaked,1,1,debug,0.006000,0.012000,0.268295,0.583102,0.658633,0.645000,1.625000,1.000000
6.8668,squat,face,0.004998,0.006250,0.860369,0.346178,0.471342,0.053020,0.094259,0.860369,0.004998,2,0.532240,0.471519,0.303059,0.818848,,peaked,1,1,debug,0.006000,0.012000,0.260905,0.579463,0.657075,0.655000,1.625000,1.000000
6.9001,squat,face,0.004678,0.005778,0.851240,0.343785,0.478402,0.051295,0.091191,0.851240,0.004678,2,0.535231,0.467890,0.303799,0.809570,rep,rest,1,2,debug,0.006000,0.012000,0.255433,0.577504,0.657854,0.655000,1.635000,1.000000
6.9335,squat,face,0.004423,0.005372,0.780312,0.340311,0.484876,0.049879,0.088673,0.780312,0.004423,2,0.550132,0.467594,0.303683,0.753906,,rest,1,2,debug,0.006000,0.012000,0.258373,0.575759,0.659197,,,
6.9668,squat,face,0.003996,0.004959,0.719429,0.342410,0.494403,0.047411,0.084287,0.719429,0.003996,2,0.556873,0.461790,0.297745,0.798828,,rest,1,2,debug,0.006000,0.012000,0.248488,0.574505,0.658066,0.655000,1.625000,1.000000
7.0335,squat,face,0.003472,0.004513,0.801305,0.339329,0.509763,0.044192,0.078564,0.801305,0.003472,2,0.563520,0.458122,0.432775,0.708984,,rest,1,2,debug,0.006000,0.012000,0.248788,0.572930,0.658417,0.655000,1.625000,1.000000
7.0668,squat,face,0.003356,0.004166,0.797334,0.336097,0.510832,0.043448,0.077240,0.797334,0.003356,2,0.573831,0.462783,0.249458,0.793945,,rest,1,2,debug,0.006000,0.012000,0.252833,0.571172,0.656909,,,
7.1001,squat,face,0.003192,0.003874,0.761629,0.333897,0.516313,0.042373,0.075330,0.761629,0.003192,2,0.573683,0.463565,0.228902,0.767090,,rest,1,2,debug,0.006000,0.012000,0.258931,0.570747,0.655611,0.655000,1.635000,1.000000
7.1335,squat,face,0.003295,0.003700,0.724164,0.325957,0.519847,0.043053,0.076538,0.724164,0.003295,2,0.579459,0.454789,,0.759766,,rest,1,2,debug,0.006000,0.012000,0.238843,0.570189,0.655681,0.665000,1.635000,1.000000
7.1668,squat,face,0.003207,0.003552,0.746738,0.325211,0.529829,0.042473,0.075508,0.746738,0.003207,2,0.586525,0.454505,0.235611,0.718750,,rest,1,2,debug,0.006000,0.012000,0.242607,0.568707,0.655379,,,
7.2001,squat,face,0.003220,0.003453,0.784369,0.325733,0.532574,0.042562,0.075666,0.784369,0.003220,2,0.588926,0.457544,0.228881,0.710449,,rest,1,2,debug,0.006000,0.012000,0.239543,0.568006,0.654927,0.665000,1.635000,1.000000
7.2335,squat,face,0.003109,0.003350,0.774345,0.323303,0.531660,0.041819,0.074345,0.774345,0.003109,2,0.595082,0.459214,0.239639,0.791016,,rest,1,2,debug,0.006000,0.012000,0.238112,0.566655,0.651930,,,
7.2668,squat,face,0.002955,0.003231,0.755514,0.325227,0.535633,0.040767,0.072475,0.755514,0.002955,2,0.597817,0.460121,0.236408,0.765137,,rest,1,2,debug,0.006000,0.012000,0.235252,0.565706,0.650511,0.665000,1.645000,1.000000
7.3001,squat,face,0.003222,0.003228,0.751951,0.323000,0.537361,0.042575,0.075688,0.751951,0.003222,2,0.600316,0.462114,0.237686,0.739258,,rest,1,2,debug,0.006000,0.012000,0.236378,0.565919,0.650965,0.665000,1.645000,1.000000
7.3335,squat,face,0.003160,0.003208,0.732544,0.328145,0.534917,0.042158,0.074947,0.732544,0.003160,2,0.602111,0.462569,0.240420,0.689941,,rest,1,2,debug,0.006000,0.012000,0.239781,0.565482,0.649320,0.665000,1.645000,1.000000
7.3668,squat,face,0.003177,0.003199,0.710551,0.327211,0.539221,0.042276,0.075158,0.710551,0.003177,2,0.603567,0.465923,0.260752,0.677734,,rest,1,2,debug,0.006000,0.012000,0.242649,0.565517,0.648766,0.665000,1.645000,1.000000
7.4335,squat,face,0.002829,0.003088,0.677304,0.334590,0.541986,0.039894,0.070923,0.677304,0.002829,2,0.606467,0.469457,0.454548,0.740234,,rest,1,2,debug,0.006000,0.012000,0.249313,0.565194,0.647559,,,
7.4668,squat,face,0.003064,0.003081,0.737857,0.336640,0.538838,0.041512,0.073799,0.737857,0.003064,2,0.604598,0.468328,0.650227,0.673828,,rest,1,2,debug,0.006000,0.012000,0.257474,0.564681,0.645203,0.665000,1.645000,1.000000
7.5001,squat,face,0.002981,0.003051,0.759703,0.341000,0.544681,0.040948,0.072797,0.759703,0.002981,2,0.603704,0.468008,,0.754883,,rest,1,2,debug,0.006000,0.012000,0.254404,0.564251,0.644618,0.665000,1.645000,1.000000
7.5668,squat,face,0.003461,0.003174,0.743789,0.355112,0.533343,0.044121,0.078437,0.743789,0.003461,2,0.590250,0.361481,,0.750488,,rest,1,2,debug,0.006000,0.012000,0.004924,0.566543,0.644091,,,
7.6001,squat,face,0.003782,0.003356,0.793959,0.364143,0.523179,0.046123,0.081996,0.793959,0.003782,2,0.581371,0.482025,,0.672852,,rest,1,2,debug,0.006000,0.012000,0.240727,0.568170,0.641365,0.665000,1.655000,1.000000
7.6335,squat,face,0.003770,0.003480,0.796109,0.371979,0.518194,0.046050,0.081867,0.796109,0.003770,2,0.577876,0.482924,0.489172,0.782715,,rest,1,2,debug,0.006000,0.012000,0.253808,0.570634,0.640291,0.665000,1.655000,1.000000
7.6668,squat,face,0.004376,0.003749,0.818786,0.376693,0.521534,0.049611,0.088197,0.818786,0.004376,2,0.574711,0.484666,0.471782,0.788574,,rest,1,2,debug,0.006000,0.012000,0.267229,0.571919,0.637088,0.665000,1.655000,1.000000
7.7001,squat,face,0.004363,0.003933,0.819978,0.385147,0.513300,0.049538,0.088068,0.819978,0.004363,2,0.575964,0.492100,0.283841,0.845215,,rest,1,2,debug,0.006000,0.012000,0.285419,0.572445,0.632495,0.665000,1.655000,1.000000
7.7668,squat,face,0.005854,0.004509,0.820870,0.393947,0.509187,0.057382,0.102012,0.820870,0.005854,2,0.570276,0.505637,0.465398,0.828125,,rest,1,2,debug,0.006000,0.012000,0.312211,0.573289,0.627315,,,
7.8001,squat,face,0.005975,0.004949,0.883883,0.395712,0.508333,0.057972,0.103061,0.883883,0.005975,2,0.573496,0.518594,0.471398,0.846680,,rest,1,2,debug,0.006000,0.012000,0.322334,0.572754,0.626423,0.665000,1.645000,1.000000
7.8335,squat,face,0.007080,0.005588,0.887192,0.397281,0.503520,0.063107,0.112190,0.887192,0.007080,2,0.572341,0.522628,0.311349,0.798828,,rest,1,2,debug,0.006000,0.012000,0.319967,0.568420,0.619137,0.675000,1.635000,1.000000
7.9001,squat,face,0.008155,0.006358,0.893499,0.401327,0.501870,0.067730,0.120408,0.893499,0.008155,2,0.571952,0.532363,0.295120,0.820312,,leaving,1,2,debug,0.006000,0.012000,0.362108,0.560325,0.612999,0.665000,1.635000,1.000000
7.9335,squat,face,0.009169,0.007201,0.917495,0.405917,0.498578,0.071815,0.127672,0.917495,0.009169,2,0.570135,0.542744,0.303372,0.781250,,leaving,1,2,debug,0.006000,0.012000,0.388110,0.554354,0.610303,0.655000,1.625000,1.000000
7.9668,squat,face,0.012501,0.008791,0.891310,0.400753,0.485107,0.083855,0.149075,0.891310,0.012501,2,0.572292,0.542560,,0.737793,,leaving,1,2,debug,0.006000,0.012000,0.421594,0.545186,0.606308,,,
8.0001,squat,face,0.012509,0.009907,0.876951,0.401382,0.488279,0.083883,0.149125,0.876951,0.012509,2,0.574068,0.549706,,0.686035,,leaving,1,2,debug,0.006000,0.012000,0.439965,0.540588,0.603797,0.655000,1.605000,1.000000
8.0335,squat,face,0.014628,0.011323,0.883054,0.397677,0.480481,0.090709,0.161260,0.883054,0.014628,2,0.571557,0.553015,,0.717285,,leaving,1,2,debug,0.006000,0.012000,0.497891,0.543467,0.601186,,,
8.0668,squat,face,0.014468,0.012266,0.884436,0.400035,0.475749,0.090212,0.160378,0.884436,0.014468,2,0.571194,0.560500,,0.652344,,peaked,1,2,debug,0.006000,0.012000,0.506337,0.539432,0.597955,0.645000,1.595000,1.000000
8.1001,squat,face,0.019224,0.014354,0.906250,0.392377,0.473161,0.103989,0.184870,0.906250,0.019224,2,0.571373,0.554916,,0.758301,,peaked,1,2,debug,0.006000,0.012000,0.517580,0.536844,0.595010,0.645000,1.595000,1.000000
8.1668,squat,face,0.023759,0.017175,0.888017,0.379980,0.464018,0.115605,0.205520,0.888017,0.023759,2,,,,,,peaked,1,2,debug,0.006000,0.012000,,0.536609,0.588683,0.635000,1.565000,1.000000
8.2001,squat,face,0.027495,0.020271,0.906519,0.371388,0.456759,0.124363,0.221089,0.906519,0.027495,2,0.569115,0.546657,,0.601074,,peaked,1,2,debug,0.006000,0.012000,0.583560,0.537704,0.588254,,,
8.2335,squat,face,0.025312,0.021783,0.920152,0.370145,0.458143,0.119322,0.212129,0.920152,0.025312,2,0.571254,0.541330,,0.648926,,peaked,1,2,debug,0.006000,0.012000,0.609123,0.541519,0.591441,0.625000,1.545000,1.000000
8.2668,squat,face,0.025695,0.022957,0.918293,0.368038,0.451439,0.120222,0.213728,0.918293,0.025695,2,,,,,,peaked,1,2,debug,0.006000,0.012000,,0.543917,0.592627,0.615000,1.535000,1.000000
8.3002,squat,face,0.029815,0.025014,0.886641,0.360012,0.443651,0.129503,0.230228,0.886641,0.029815,2,0.568619,0.545914,,0.754883,,peaked,1,2,debug,0.006000,0.012000,0.620037,0.547365,0.596843,,,
8.3335,squat,face,0.028184,0.025965,0.868840,0.362659,0.446575,0.125910,0.223840,0.868840,0.028184,2,0.564623,0.537069,,0.695801,,peaked,1,2,debug,0.006000,0.012000,0.601725,0.552134,0.602893,0.605000,1.545000,1.000000
8.4002,squat,face,0.023073,0.025098,0.878620,0.369504,0.447527,0.113923,0.202530,0.878620,0.023073,2,0.555210,0.525845,,0.668945,,peaked,1,2,debug,0.006000,0.012000,0.539445,0.561016,0.619682,0.595000,1.555000,1.000000
8.4335,squat,face,0.023143,0.024511,0.892405,0.369697,0.445686,0.114095,0.202836,0.892405,0.023143,2,0.551566,0.551553,,0.723633,,peaked,1,2,debug,0.006000,0.012000,0.545146,0.564569,0.628036,0.595000,1.555000,1.000000
8.5002,squat,face,0.018765,0.022787,0.903822,0.376278,0.448123,0.102740,0.182649,0.903822,0.018765,2,0.541761,0.544429,,0.735352,,peaked,1,2,debug,0.006000,0.012000,0.501389,0.572993,0.643694,,,
8.5335,squat,face,0.017220,0.021117,0.888017,0.376888,0.451765,0.098419,0.174968,0.888017,0.017220,2,0.541332,0.532036,,0.756836,,peaked,1,2,debug,0.006000,0.012000,0.500433,0.577179,0.652242,0.595000,1.565000,1.000000
8.5668,squat,face,0.014366,0.019092,0.869682,0.381625,0.458840,0.089894,0.159811,0.869682,0.014366,2,0.539612,0.539346,,0.779297,,peaked,1,2,debug,0.006000,0.012000,0.464462,0.582395,0.657748,0.605000,1.575000,1.000000
8.6002,squat,face,0.012568,0.017135,0.864897,0.382567,0.451373,0.084081,0.149478,0.864897,0.012568,2,0.540604,0.529974,,0.785645,,peaked,1,2,debug,0.006000,0.012000,0.447894,0.588838,0.660343,0.605000,1.585000,1.000000
8.6668,squat,face,0.010383,0.015109,0.849230,0.380259,0.455977,0.076423,0.135863,0.849230,0.010383,2,0.537620,0.506888,0.322445,0.782715,,peaked,1,2,debug,0.006000,0.012000,0.377272,0.601363,0.668833,,,
8.7002,squat,face,0.009704,0.013488,0.893499,0.378876,0.456185,0.073883,0.131347,0.893499,0.009704,2,0.536022,0.505328,,0.798828,,peaked,1,2,debug,0.006000,0.012000,0.332490,0.605031,0.673367,0.625000,1.585000,1.000000
8.7335,squat,face,0.008460,0.011980,0.916963,0.379091,0.459279,0.068985,0.122639,0.916963,0.008460,2,0.531363,0.501552,0.288023,0.804688,,peaked,1,2,debug,0.006000,0.012000,0.332453,0.605384,0.674028,0.635000,1.575000,1.000000
8.7668,squat,face,0.007652,0.010681,0.892679,0.377045,0.461133,0.065609,0.116638,0.892679,0.007652,2,0.529562,0.500876,0.293435,0.836426,,peaked,1,2,debug,0.006000,0.012000,0.343433,0.605210,0.673339,0.645000,1.595000,1.000000
8.8002,squat,face,0.007308,0.009669,0.844329,0.376848,0.460658,0.064115,0.113983,0.844329,0.007308,2,0.530182,0.494633,0.287908,0.860352,,peaked,1,2,debug,0.006000,0.012000,0.319730,0.605276,0.674068,,,
8.8335,squat,face,0.006402,0.008689,0.876951,0.371115,0.465328,0.060011,0.106686,0.876951,0.006402,2,0.525601,0.488152,0.284310,0.832031,,peaked,1,2,debug,0.006000,0.012000,0.300389,0.604000,0.673374,0.645000,1.595000,1.000000
