t,exercise,source,raw,smoothed,confidence,face_x,face_y,face_w,face_h,face_conf,face_area,orientation,pose_nose_y,pose_shoulder_y,pose_hip_y,pose_conf,event,phase,armed,rep_count,state
12.4672,squat,face,0.003690,0.004965,0.664568,0.389851,0.450220,0.045557,0.080990,0.664568,0.003690,2,0.478697,0.489625,0.307218,0.683594,,rest,1,4,debug
12.5006,squat,face,0.003769,0.004606,0.649519,0.388034,0.446120,0.046045,0.081858,0.649519,0.003769,2,0.479816,0.495431,,0.668457,,rest,1,4,debug
12.5339,squat,face,0.002881,0.004089,0.659960,0.382133,0.449584,0.040257,0.071568,0.659960,0.002881,2,0.479617,0.354147,,0.389893,,rest,1,4,debug
12.5672,squat,face,0.003872,0.004024,0.686789,0.485600,0.382635,0.082970,0.046671,0.686789,0.003872,5,0.416708,0.308140,0.109851,0.833496,,rest,1,4,debug
12.6006,squat,face,0.003652,0.003912,0.649143,0.489053,0.379339,0.080576,0.045324,0.649143,0.003652,5,0.413212,0.305080,0.121004,0.810059,,rest,1,4,debug
12.6339,squat,face,0.003646,0.003832,0.610176,0.486726,0.370451,0.080513,0.045289,0.610176,0.003646,5,0.410352,0.302649,0.136990,0.834473,,rest,1,4,debug
12.6672,squat,face,0.003372,0.003694,0.606765,0.437446,0.594471,0.077424,0.043551,0.606765,0.003372,7,,,,,,rest,1,4,debug
12.7006,squat,face,0.003423,0.003613,0.592309,0.438172,0.595499,0.078006,0.043878,0.592309,0.003423,7,,,,,,rest,1,4,debug
12.7339,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
12.7672,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
12.8006,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
12.8339,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
12.8672,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
12.9006,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
12.9339,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
12.9673,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.0006,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.0339,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.0673,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.1006,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.1339,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.1673,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.2006,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.2339,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.2673,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.3006,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.3339,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.3673,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.4006,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.4339,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.4673,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.5006,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.5339,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.5673,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.6006,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.6339,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.6673,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.7006,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.7340,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.7673,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.8006,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.8340,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.8673,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.9006,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.9340,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
13.9673,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
14.0006,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
14.0340,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
14.0673,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
14.1006,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
14.1340,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
14.1673,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
14.2006,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
14.2340,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
14.2673,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
14.3006,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
14.3340,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
14.3673,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
14.4006,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
14.4340,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
14.4673,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
14.5007,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
14.5340,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
14.5673,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
14.6007,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
14.6340,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
14.6673,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,1,4,debug
14.7007,squat,face,,0.003613,0.000000,,,,,,,,,,,,disarmed,rest,0,4,debug
14.7340,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
14.7673,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
14.8007,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
14.8340,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
14.8673,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
14.9007,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
14.9340,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
14.9673,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.0007,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.0340,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.0673,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.1007,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.1340,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.1673,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.2007,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.2340,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.2674,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.3007,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.3340,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.3674,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.4007,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.4340,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.4674,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.5007,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.5340,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.5674,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.6007,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.6340,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.6674,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.7007,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.7340,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.7674,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.8007,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.8340,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.8674,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.9007,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.9341,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
15.9674,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
16.0007,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
16.0341,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
16.0674,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
16.1007,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
16.1341,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
16.1674,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
16.2007,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
16.2341,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
16.2674,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
16.3007,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
16.3341,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
16.3674,squat,face,,0.003613,0.000000,,,,,,,,,,,,,rest,0,4,debug
16.4007,squat,face,0.005313,0.004123,0.579601,0.441710,0.587542,0.097188,0.054668,0.579601,0.005313,7,,,,,,rest,0,4,debug
16.4341,squat,face,0.003917,0.004061,0.721124,0.451535,0.590701,0.083447,0.046939,0.721124,0.003917,7,,,,,,rest,0,4,debug
16.4674,squat,face,0.004674,0.004245,0.848367,0.451285,0.588490,0.091157,0.051276,0.848367,0.004674,7,0.619219,0.705499,,0.406006,,rest,0,4,debug
16.5007,squat,face,0.005251,0.004547,0.859801,0.447672,0.585294,0.096616,0.054346,0.859801,0.005251,7,,,,,,rest,0,4,debug
16.5341,squat,face,0.005082,0.004707,0.860085,0.445281,0.585488,0.095048,0.053465,0.860085,0.005082,7,0.622474,0.711514,,0.459961,,rest,0,4,debug
16.5674,squat,face,0.005543,0.004958,0.842882,0.445622,0.587326,0.099271,0.055840,0.842882,0.005543,7,,,,,,rest,0,4,debug
16.6007,squat,face,0.005454,0.005107,0.876951,0.442439,0.584621,0.098465,0.055386,0.876951,0.005454,7,0.623887,0.712946,,0.460693,,rest,0,4,debug
16.6341,squat,face,0.005596,0.005253,0.891858,0.441223,0.582789,0.099740,0.056104,0.891858,0.005596,7,0.626325,0.714251,,0.484863,,rest,0,4,debug
16.6674,squat,face,0.005570,0.005348,0.898675,0.445713,0.584089,0.099507,0.055973,0.898675,0.005570,7,,,,,,rest,0,4,debug
16.7008,squat,face,0.005788,0.005480,0.896499,0.442868,0.584546,0.101443,0.057062,0.896499,0.005788,7,,,,,armed,rest,1,4,debug
16.7341,squat,face,0.005722,0.005553,0.893772,0.441230,0.581682,0.100855,0.056731,0.893772,0.005722,7,,,,,,rest,1,4,debug
16.7674,squat,face,0.006106,0.005719,0.843461,0.441730,0.576633,0.104185,0.058604,0.843461,0.006106,7,,,,,,rest,1,4,debug
16.8008,squat,face,0.006017,0.005808,0.872205,0.447236,0.570254,0.103422,0.058175,0.872205,0.006017,7,,,,,,rest,1,4,debug
16.8341,squat,face,0.006553,0.006032,0.841142,0.446902,0.568765,0.107938,0.060715,0.841142,0.006553,7,,,,,,rest,1,4,debug
16.8674,squat,face,0.006324,0.006119,0.811899,0.449539,0.558089,0.106034,0.059644,0.811899,0.006324,7,,,,,,rest,1,4,debug
16.9008,squat,face,0.006922,0.006360,0.846927,0.451589,0.554017,0.110934,0.062401,0.846927,0.006922,7,,,,,,rest,1,4,debug
16.9341,squat,face,0.006850,0.006507,0.848367,0.458552,0.543465,0.110356,0.062075,0.848367,0.006850,7,,,,,,rest,1,4,debug
16.9674,squat,face,0.007624,0.006842,0.893499,0.458973,0.539590,0.116419,0.065486,0.893499,0.007624,7,,,,,,rest,1,4,debug
17.0008,squat,face,0.008206,0.007251,0.843750,0.462828,0.530512,0.120782,0.067940,0.843750,0.008206,7,,,,,,rest,1,4,debug
17.0341,squat,face,0.007787,0.007412,0.853531,0.473968,0.524078,0.117662,0.066185,0.853531,0.007787,7,,,,,,rest,1,4,debug
17.0674,squat,face,0.009490,0.008036,0.905441,0.471335,0.519167,0.129892,0.073064,0.905441,0.009490,7,,,,,,leaving,1,4,debug
17.1008,squat,face,0.010274,0.008707,0.858664,0.480176,0.513115,0.135146,0.076020,0.858664,0.010274,7,,,,,,leaving,1,4,debug
17.1341,squat,face,0.011132,0.009435,0.804346,0.484776,0.509902,0.140677,0.079131,0.804346,0.011132,7,,,,,,leaving,1,4,debug
17.1674,squat,face,0.011688,0.010111,0.874721,0.490468,0.508263,0.144147,0.081083,0.874721,0.011688,7,,,,,,leaving,1,4,debug
17.2008,squat,face,0.012604,0.010859,0.873604,0.495245,0.504292,0.149692,0.084202,0.873604,0.012604,7,,,,,,leaving,1,4,debug
17.2341,squat,face,0.014500,0.011951,0.874442,0.503697,0.504585,0.160554,0.090312,0.874442,0.014500,7,,,,,,peaked,1,4,debug
17.2674,squat,face,0.015454,0.013002,0.849805,0.512804,0.503069,0.165755,0.093237,0.849805,0.015454,7,,,,,,peaked,1,4,debug
17.3008,squat,face,0.016829,0.014150,0.866025,0.518522,0.503308,0.172969,0.097295,0.866025,0.016829,7,,,,,,peaked,1,4,debug
17.3341,squat,face,0.018802,0.015546,0.886090,0.531002,0.503566,0.182825,0.102839,0.886090,0.018802,7,,,,,,peaked,1,4,debug
17.3674,squat,face,0.019602,0.016763,0.906250,0.541176,0.504478,0.186676,0.105006,0.906250,0.019602,7,,,,,,peaked,1,4,debug
17.4008,squat,face,0.022280,0.018418,0.884436,0.549259,0.502119,0.199019,0.111948,0.884436,0.022280,7,,,,,,peaked,1,4,debug
17.4341,squat,face,0.022900,0.019763,0.890488,0.558183,0.505047,0.201772,0.113497,0.890488,0.022900,7,,,,,,peaked,1,4,debug
17.4675,squat,face,0.023809,0.020976,0.857526,0.568181,0.509525,0.205734,0.115725,0.857526,0.023809,7,,,,,,peaked,1,4,debug
17.5008,squat,face,0.025127,0.022222,0.902741,0.577057,0.510738,0.211354,0.118887,0.902741,0.025127,7,,,,,,peaked,1,4,debug
17.5341,squat,face,0.028629,0.024144,0.876951,0.585326,0.508546,0.225601,0.126900,0.876951,0.028629,7,,,,,,peaked,1,4,debug
17.5675,squat,face,0.028421,0.025427,0.896499,0.594315,0.512610,0.224779,0.126438,0.896499,0.028421,7,,,,,,peaked,1,4,debug
17.6008,squat,face,0.031534,0.027259,0.902200,0.588911,0.514352,0.236771,0.133184,0.902200,0.031534,7,,,,,,peaked,1,4,debug
17.6341,squat,face,0.032584,0.028856,0.895682,0.601414,0.522415,0.240679,0.135382,0.895682,0.032584,7,,,,,,peaked,1,4,debug
17.6675,squat,face,0.033360,0.030208,0.907596,0.605335,0.518669,0.243531,0.136986,0.907596,0.033360,7,,,,,,peaked,1,4,debug
17.7008,squat,face,0.034748,0.031570,0.906250,0.605800,0.519010,0.248543,0.139805,0.906250,0.034748,7,,,,,,peaked,1,4,debug
17.7341,squat,face,0.036138,0.032940,0.905711,0.608559,0.519221,0.253466,0.142574,0.905711,0.036138,7,,,,,,peaked,1,4,debug
17.7675,squat,face,0.034478,0.033401,0.900304,0.611934,0.526955,0.247577,0.139262,0.900304,0.034478,7,,,,,,peaked,1,4,debug
17.8008,squat,face,0.037508,0.034634,0.910282,0.606017,0.522491,0.258228,0.145253,0.910282,0.037508,7,,,,,,peaked,1,4,debug
17.8341,squat,face,0.034089,0.034470,0.912157,0.610526,0.526785,0.246177,0.138475,0.912157,0.034089,7,,,,,,peaked,1,4,debug
17.8675,squat,face,0.034090,0.034356,0.920948,0.610888,0.528151,0.246180,0.138476,0.920948,0.034090,7,,,,,,peaked,1,4,debug
17.9008,squat,face,0.034249,0.034324,0.921743,0.610942,0.528224,0.246752,0.138798,0.921743,0.034249,7,,,,,,peaked,1,4,debug
17.9341,squat,face,0.035848,0.034781,0.918027,0.604866,0.527545,0.252448,0.142002,0.918027,0.035848,7,,,,,,peaked,1,4,debug
17.9675,squat,face,0.034095,0.034575,0.914830,0.611311,0.529683,0.246197,0.138486,0.914830,0.034095,7,,,,,,peaked,1,4,debug
18.0008,squat,face,0.035850,0.034958,0.908403,0.605142,0.523461,0.252456,0.142007,0.908403,0.035850,7,,,,,,peaked,1,4,debug
18.0341,squat,face,0.034276,0.034753,0.901659,0.605773,0.525845,0.246852,0.138854,0.901659,0.034276,7,,,,,,peaked,1,4,debug
18.0675,squat,face,0.036059,0.035145,0.891310,0.603762,0.522977,0.253190,0.142419,0.891310,0.036059,7,,,,,,peaked,1,4,debug
18.1008,squat,face,0.035344,0.035205,0.894318,0.607396,0.524049,0.250666,0.141000,0.894318,0.035344,7,,,,,,peaked,1,4,debug
