t,exercise,source,raw,smoothed,confidence,face_x,face_y,face_w,face_h,face_conf,face_area,orientation,pose_nose_y,pose_shoulder_y,pose_hip_y,pose_conf,event,phase,armed,rep_count,state,low,high,pose_shoulder_w,pose_shoulder_conf,pose_orientation,luma_mean,luma_center
23.8009,squat,face,0.025327,0.022898,0.881117,0.457379,0.362044,0.119359,0.212193,0.881117,0.025327,4,0.496640,0.344356,,0.809082,,rest,0,0,debug,0.006000,0.012000,0.240812,0.174072,5,0.457273,0.516837
23.8342,squat,face,0.024915,0.023503,0.901929,0.459822,0.364772,0.118384,0.210460,0.901929,0.024915,4,0.496364,0.347403,,0.818359,,rest,0,0,debug,0.006000,0.012000,0.251992,0.197510,5,0.462311,0.521335
23.8676,squat,face,0.024399,0.023772,0.901117,0.463735,0.369000,0.117152,0.208271,0.901117,0.024399,4,0.497065,0.346406,,0.819336,,rest,0,0,debug,0.006000,0.012000,0.216063,0.220703,5,0.470021,0.529759
23.9009,squat,face,0.023546,0.023704,0.889116,0.462584,0.370446,0.115086,0.204597,0.889116,0.023546,4,0.497009,0.346911,,0.821777,,rest,0,0,debug,0.006000,0.012000,0.217456,0.234131,5,0.477414,0.539275
23.9342,squat,face,0.021046,0.022907,0.886090,0.466047,0.376312,0.108805,0.193430,0.886090,0.021046,4,0.497007,0.353529,,0.800293,,rest,0,0,debug,0.006000,0.012000,0.231475,0.218018,5,0.485697,0.548639
23.9676,squat,face,0.019750,0.021960,0.866871,0.465363,0.381098,0.105401,0.187379,0.866871,0.019750,4,0.497066,0.355976,,0.831543,,rest,0,0,debug,0.006000,0.012000,0.242362,0.270020,5,0.493973,0.556045
24.0009,squat,face,0.018180,0.020826,0.852386,0.467121,0.388625,0.101126,0.179779,0.852386,0.018180,4,0.496933,0.358655,,0.848145,,rest,0,0,debug,0.006000,0.012000,0.224646,0.348389,5,0.500223,0.558905
24.0342,squat,face,0.017214,0.019742,0.860085,0.469533,0.395092,0.098401,0.174935,0.860085,0.017214,4,0.496072,0.362772,,0.838379,,rest,0,0,debug,0.006000,0.012000,0.237157,0.349121,5,0.508293,0.565800
24.0676,squat,face,0.014817,0.018265,0.880840,0.472788,0.403648,0.091295,0.162303,0.880840,0.014817,4,0.495481,0.362547,,0.848145,,rest,0,0,debug,0.006000,0.012000,0.224161,0.342773,5,0.515648,0.571430
24.1009,squat,face,0.014368,0.017096,0.880285,0.474390,0.404997,0.089899,0.159820,0.880285,0.014368,4,0.496167,0.363578,,0.856934,,rest,0,0,debug,0.006000,0.012000,0.222066,0.370117,5,0.520787,0.575331
24.1342,squat,face,0.012710,0.015780,0.893225,0.476997,0.411929,0.084554,0.150319,0.893225,0.012710,4,0.495967,0.362989,,0.860840,,rest,0,0,debug,0.006000,0.012000,0.218586,0.394043,5,0.525383,0.580192
24.1676,squat,face,0.011435,0.014477,0.898404,0.479497,0.417040,0.080202,0.142581,0.898404,0.011435,4,0.493228,0.364785,,0.826660,,rest,0,0,debug,0.006000,0.012000,0.206458,0.499512,5,0.529809,0.585794
24.2009,squat,face,0.010395,0.013252,0.898947,0.482217,0.426010,0.076467,0.135941,0.898947,0.010395,4,0.491444,0.365411,0.072924,0.796387,,rest,0,0,debug,0.006000,0.012000,0.201247,0.534180,5,0.534189,0.593917
24.2343,squat,face,0.009921,0.012253,0.889116,0.485112,0.425950,0.074703,0.132805,0.889116,0.009921,4,0.489136,0.363816,0.086763,0.747559,,rest,0,0,debug,0.006000,0.012000,0.200908,0.507812,5,0.538831,0.604661
24.2676,squat,face,0.008752,0.011203,0.877508,0.488438,0.433349,0.070164,0.124736,0.877508,0.008752,4,0.487705,0.365945,0.088799,0.735840,,rest,0,0,debug,0.006000,0.012000,0.189136,0.535645,5,0.542451,0.613818
24.3009,squat,face,0.008688,0.010448,0.825024,0.492362,0.440393,0.069907,0.124278,0.825024,0.008688,4,0.486288,0.367774,0.094476,0.771484,,rest,0,0,debug,0.006000,0.012000,0.179872,0.583984,5,0.546811,0.625596
24.3343,squat,face,0.007650,0.009609,0.813401,0.493842,0.442389,0.065597,0.116618,0.813401,0.007650,4,0.484836,0.367629,0.110595,0.828613,,rest,0,0,debug,0.006000,0.012000,0.174606,0.649902,5,0.550683,0.639039
24.3676,squat,face,0.007532,0.008986,0.812800,0.495584,0.445203,0.065091,0.115718,0.812800,0.007532,4,0.484515,0.369252,0.125641,0.855469,,rest,0,0,debug,0.006000,0.012000,0.167366,0.634277,5,0.554853,0.654023
24.4009,squat,face,0.007482,0.008535,0.840271,0.502558,0.446570,0.064875,0.115334,0.840271,0.007482,4,0.482494,0.371540,0.124261,0.846191,,rest,0,0,debug,0.006000,0.012000,0.167708,0.676758,5,0.557846,0.666541
24.4343,squat,face,0.007060,0.008092,0.810695,0.504492,0.453479,0.063018,0.112033,0.810695,0.007060,4,0.479149,0.369999,0.139788,0.812988,,rest,0,0,debug,0.006000,0.012000,0.166026,0.642578,5,0.559759,0.675114
24.4676,squat,face,0.007221,0.007831,0.776234,0.508618,0.448579,0.063732,0.113301,0.776234,0.007221,4,0.472947,0.369605,0.142931,0.857910,,rest,0,0,debug,0.006000,0.012000,0.167102,0.656738,5,0.561119,0.681525
24.5009,squat,face,0.006875,0.007544,0.811899,0.513858,0.453432,0.062188,0.110557,0.811899,0.006875,4,0.471172,0.367985,0.152602,0.867676,,rest,0,0,debug,0.006000,0.012000,0.158793,0.641113,5,0.560476,0.684316
24.5343,squat,face,0.007067,0.007401,0.832682,0.518411,0.448860,0.063051,0.112090,0.832682,0.007067,4,0.468710,0.367219,0.160799,0.853516,,rest,0,0,debug,0.006000,0.012000,0.152416,0.633789,5,0.559145,0.687096
24.5676,squat,face,0.007064,0.007300,0.804346,0.519400,0.451736,0.063036,0.112065,0.804346,0.007064,4,0.461598,0.367746,0.175247,0.837891,,rest,0,0,debug,0.006000,0.012000,0.154689,0.626465,5,0.557198,0.688022
24.6009,squat,face,0.006819,0.007156,0.771502,0.524530,0.454587,0.061933,0.110102,0.771502,0.006819,4,0.459229,0.366064,0.186383,0.886230,,rest,0,0,debug,0.006000,0.012000,0.151013,0.637207,5,0.552605,0.686497
24.6343,squat,face,0.007090,0.007136,0.845484,0.527367,0.459123,0.063153,0.112271,0.845484,0.007090,4,0.456172,0.363247,0.194767,0.859375,,rest,0,0,debug,0.006000,0.012000,0.147948,0.629395,5,0.545228,0.684275
24.6676,squat,face,0.007098,0.007125,0.844039,0.530534,0.453741,0.063188,0.112334,0.844039,0.007098,4,0.452349,0.359959,0.198651,0.799805,,rest,0,0,debug,0.006000,0.012000,0.145872,0.622559,5,0.536112,0.680899
24.7009,squat,face,0.006738,0.007009,0.830039,0.534525,0.457740,0.061562,0.109443,0.830039,0.006738,4,0.448813,0.357052,0.191807,0.862793,,rest,0,0,debug,0.006000,0.012000,0.152413,0.655273,5,0.527919,0.673385
24.7343,squat,face,0.006835,0.006957,0.807376,0.534836,0.455872,0.062006,0.110233,0.807376,0.006835,4,0.446791,0.356044,0.192018,0.889648,,rest,0,0,debug,0.006000,0.012000,0.148637,0.693359,5,0.522652,0.666465
24.7676,squat,face,0.006744,0.006893,0.806771,0.538682,0.458114,0.061593,0.109499,0.806771,0.006744,4,0.445010,0.355788,0.192488,0.875000,,rest,0,0,debug,0.006000,0.012000,0.145702,0.700195,5,0.520037,0.661096
24.8009,squat,face,0.006649,0.006820,0.838817,0.541578,0.458787,0.061154,0.108719,0.838817,0.006649,4,0.442502,0.353965,0.180189,0.845215,,rest,0,0,debug,0.006000,0.012000,0.144868,0.692383,5,0.518418,0.654465
24.8343,squat,face,0.007068,0.006894,0.859233,0.541454,0.460425,0.063055,0.112098,0.859233,0.007068,4,0.440570,0.353645,0.173792,0.815918,,rest,0,0,debug,0.006000,0.012000,0.144536,0.685059,5,0.516773,0.649908
24.8676,squat,face,0.006493,0.006774,0.856102,0.544386,0.461677,0.060435,0.107440,0.856102,0.006493,4,0.438008,0.352693,0.170147,0.793457,,rest,0,0,debug,0.006000,0.012000,0.144000,0.677734,5,0.514642,0.643883
24.9009,squat,face,0.006906,0.006813,0.866307,0.542521,0.456634,0.062325,0.110801,0.866307,0.006906,4,0.435958,0.352702,0.169639,0.853027,,rest,0,0,debug,0.006000,0.012000,0.143479,0.680664,5,0.512910,0.639404
24.9343,squat,face,0.006637,0.006760,0.869963,0.544269,0.459323,0.061100,0.108622,0.869963,0.006637,4,0.435587,0.352251,0.181650,0.857910,,rest,0,0,debug,0.006000,0.012000,0.143627,0.671387,5,0.510870,0.636523
24.9676,squat,face,0.006912,0.006806,0.868278,0.543721,0.458519,0.062355,0.110854,0.868278,0.006912,4,0.435329,0.352867,0.180115,0.857422,,rest,0,0,debug,0.006000,0.012000,0.143637,0.672363,5,0.508534,0.634707
25.0009,squat,face,0.006660,0.006762,0.873883,0.544639,0.460269,0.061208,0.108814,0.873883,0.006660,4,0.435303,0.352723,0.146980,0.846680,,rest,0,0,debug,0.006000,0.012000,0.143978,0.657715,5,0.506189,0.633363
25.0343,squat,face,0.006976,0.006826,0.870524,0.544244,0.461534,0.062641,0.111362,0.870524,0.006976,4,0.434986,0.353424,0.190789,0.850586,,rest,0,0,debug,0.006000,0.012000,0.143569,0.651367,5,0.504048,0.632439
25.0676,squat,face,0.006616,0.006763,0.874442,0.543592,0.460472,0.061003,0.108450,0.874442,0.006616,4,0.435402,0.354013,0.191149,0.847168,,rest,0,0,debug,0.006000,0.012000,0.142461,0.669434,5,0.501986,0.630170
25.1010,squat,face,0.006310,0.006627,0.878620,0.544498,0.463515,0.059574,0.105910,0.878620,0.006310,4,0.435393,0.354348,0.190013,0.835938,,rest,0,0,debug,0.006000,0.012000,0.141810,0.665527,5,0.500207,0.628415
25.1343,squat,face,0.006614,0.006623,0.873324,0.545677,0.461003,0.060995,0.108435,0.873324,0.006614,4,0.436157,0.355643,0.196466,0.818848,,rest,0,0,debug,0.006000,0.012000,0.140409,0.668945,5,0.498692,0.627479
25.1676,squat,face,0.006279,0.006520,0.883331,0.544541,0.467463,0.059428,0.105650,0.883331,0.006279,4,0.437737,0.355916,0.190961,0.785645,,rest,0,0,debug,0.006000,0.012000,0.137987,0.681641,5,0.497486,0.628647
25.2010,squat,face,0.006089,0.006391,0.877786,0.543458,0.468836,0.058523,0.104041,0.877786,0.006089,4,0.440316,0.354901,0.188470,0.811523,,rest,0,0,debug,0.006000,0.012000,0.141765,0.675293,5,0.496761,0.631599
25.2343,squat,face,0.006903,0.006544,0.876394,0.542427,0.464228,0.062314,0.110781,0.876394,0.006903,4,0.443557,0.353987,0.156963,0.844238,,rest,0,0,debug,0.006000,0.012000,0.141301,0.644531,5,0.495443,0.633072
25.2676,squat,face,0.006443,0.006514,0.819978,0.539634,0.465596,0.060201,0.107025,0.819978,0.006443,4,0.442909,0.354793,0.203703,0.834961,,rest,0,0,debug,0.006000,0.012000,0.140286,0.685547,5,0.495490,0.637347
25.3010,squat,face,0.006140,0.006402,0.832389,0.538717,0.461526,0.058768,0.104476,0.832389,0.006140,4,0.445618,0.354091,0.199031,0.858398,,rest,0,0,debug,0.006000,0.012000,0.143235,0.681152,5,0.495678,0.637191
25.3343,squat,face,0.006041,0.006294,0.862636,0.535648,0.463225,0.058295,0.103636,0.862636,0.006041,4,0.450209,0.353695,0.184341,0.813477,,rest,0,0,debug,0.006000,0.012000,0.146809,0.631836,5,0.498286,0.634598
25.3676,squat,face,0.006454,0.006342,0.880840,0.532259,0.462963,0.060253,0.107116,0.880840,0.006454,4,0.455668,0.354291,0.173093,0.855469,,rest,0,0,debug,0.006000,0.012000,0.149159,0.596191,5,0.501235,0.625887
25.4010,squat,face,0.006486,0.006385,0.835609,0.525246,0.463098,0.060400,0.107378,0.835609,0.006486,4,0.458477,0.355675,0.163705,0.867676,,rest,0,0,debug,0.006000,0.012000,0.153980,0.617188,5,0.502880,0.611936
25.4343,squat,face,0.006489,0.006416,0.845773,0.521981,0.458657,0.060414,0.107403,0.845773,0.006489,4,0.460818,0.359762,0.158484,0.872559,,rest,0,0,debug,0.006000,0.012000,0.157993,0.588867,5,0.504802,0.595465
25.4676,squat,face,0.006335,0.006392,0.868840,0.519482,0.459478,0.059696,0.106126,0.868840,0.006335,4,0.464880,0.361727,0.152161,0.811523,,rest,0,0,debug,0.006000,0.012000,0.166435,0.553223,5,0.504981,0.579907
25.5010,squat,face,0.006796,0.006513,0.834147,0.514563,0.455427,0.061827,0.109915,0.834147,0.006796,4,0.470433,0.362939,0.133140,0.871582,,rest,0,0,debug,0.006000,0.012000,0.169174,0.565430,5,0.502144,0.567850
25.5343,squat,face,0.005566,0.006229,0.818786,0.513542,0.459216,0.055956,0.099478,0.818786,0.005566,4,0.472015,0.365297,0.126372,0.882812,,rest,0,0,debug,0.006000,0.012000,0.174453,0.543945,5,0.498447,0.555985
25.5676,squat,face,0.007597,0.006639,0.833854,0.505290,0.446435,0.065371,0.116215,0.833854,0.007597,4,0.473347,0.365389,0.115208,0.880371,,rest,0,0,debug,0.006000,0.012000,0.181217,0.515625,5,0.494146,0.546899
25.6010,squat,face,0.008282,0.007132,0.836193,0.502831,0.443298,0.068254,0.121341,0.836193,0.008282,4,0.475232,0.365650,0.104123,0.819824,,rest,0,0,debug,0.006000,0.012000,0.186432,0.490479,5,0.490358,0.538491
25.6343,squat,face,0.009011,0.007696,0.857242,0.499538,0.433735,0.071195,0.126568,0.857242,0.009011,4,0.477692,0.365891,0.099739,0.797852,,rest,0,0,debug,0.006000,0.012000,0.189257,0.441162,5,0.487612,0.533033
25.6676,squat,face,0.009932,0.008367,0.841432,0.492960,0.434147,0.074745,0.132880,0.841432,0.009932,4,0.483123,0.369003,0.093392,0.839844,,rest,0,0,debug,0.006000,0.012000,0.192355,0.407715,5,0.484929,0.529389
25.7010,squat,face,0.010834,0.009107,0.845484,0.490071,0.432592,0.078065,0.138782,0.845484,0.010834,4,0.484453,0.365511,0.080022,0.809082,,rest,0,0,debug,0.006000,0.012000,0.197789,0.326904,5,0.481905,0.525867
25.7343,squat,face,0.011234,0.009745,0.844907,0.488532,0.429601,0.079493,0.141322,0.844907,0.011234,4,0.485656,0.367206,,0.804199,,rest,0,0,debug,0.006000,0.012000,0.202676,0.318848,5,0.478812,0.523539
25.7676,squat,face,0.012940,0.010704,0.860369,0.484757,0.419029,0.085317,0.151675,0.860369,0.012940,4,0.487345,0.368160,,0.807129,,rest,0,0,debug,0.006000,0.012000,0.197364,0.419434,5,0.475166,0.522308
25.8010,squat,face,0.014349,0.011797,0.867434,0.479704,0.412340,0.089840,0.159716,0.867434,0.014349,4,0.487998,0.370547,,0.794434,,rest,0,0,debug,0.006000,0.012000,0.202883,0.331055,5,0.471388,0.520589
25.8343,squat,face,0.015094,0.012786,0.870524,0.477744,0.406895,0.092145,0.163813,0.870524,0.015094,4,0.489427,0.366838,,0.816895,,rest,0,0,debug,0.006000,0.012000,0.205262,0.369629,5,0.466968,0.518536
25.8676,squat,face,0.016477,0.013894,0.873883,0.473138,0.400223,0.096273,0.171152,0.873883,0.016477,4,0.492227,0.364926,,0.840820,,rest,0,0,debug,0.006000,0.012000,0.209636,0.351074,5,0.460238,0.514168
25.9010,squat,face,0.018512,0.015279,0.854675,0.468794,0.385479,0.102045,0.181414,0.854675,0.018512,4,0.494966,0.357236,,0.836914,,rest,0,0,debug,0.006000,0.012000,0.215658,0.258545,5,0.454924,0.511540
25.9343,squat,face,0.019787,0.016632,0.853245,0.466392,0.385188,0.105500,0.187555,0.853245,0.019787,4,0.496411,0.356357,,0.853027,,rest,0,0,debug,0.006000,0.012000,0.251014,0.169922,5,0.451082,0.511009
25.9677,squat,face,0.021917,0.018217,0.856957,0.461947,0.381924,0.111033,0.197392,0.856957,0.021917,4,0.497732,0.356764,,0.840332,,rest,0,0,debug,0.006000,0.012000,0.256687,0.186523,5,0.448536,0.507484
26.0010,squat,face,0.023259,0.019730,0.870244,0.458417,0.379763,0.114382,0.203346,0.870244,0.023259,4,0.497696,0.353099,,0.835449,,rest,0,0,debug,0.006000,0.012000,0.235839,0.195068,5,0.448366,0.504960
26.0343,squat,face,0.023257,0.020788,0.874163,0.459569,0.379705,0.114376,0.203336,0.874163,0.023257,4,0.498062,0.349313,,0.822754,,rest,0,0,debug,0.006000,0.012000,0.260959,0.203857,5,0.449832,0.504984
26.0677,squat,face,0.024279,0.021835,0.878064,0.456956,0.378102,0.116864,0.207758,0.878064,0.024279,4,,,,,,rest,0,0,debug,0.006000,0.012000,,,,0.454578,0.509606
26.1010,squat,face,0.024641,0.022677,0.884712,0.456772,0.378955,0.117730,0.209298,0.884712,0.024641,4,0.553910,0.503239,,0.620605,,rest,0,0,debug,0.006000,0.012000,0.233691,0.119385,7,0.460183,0.516044
26.1343,squat,face,0.023945,0.023058,0.877508,0.457423,0.382444,0.116057,0.206324,0.877508,0.023945,4,0.553886,0.506108,,0.545410,,rest,0,0,debug,0.006000,0.012000,0.230794,0.116455,7,0.467071,0.524956
26.1677,squat,face,0.022327,0.022838,0.882778,0.460929,0.386488,0.112067,0.199230,0.882778,0.022327,4,,,,,,rest,0,0,debug,0.006000,0.012000,,,,0.473997,0.533892
26.2010,squat,face,0.021771,0.022518,0.890762,0.462643,0.389202,0.110663,0.196734,0.890762,0.021771,4,0.552428,0.513866,,0.649414,,rest,0,0,debug,0.006000,0.012000,0.205489,0.109619,7,0.482482,0.543265
26.2343,squat,face,0.020108,0.021795,0.874442,0.460378,0.396782,0.106351,0.189069,0.874442,0.020108,4,,,,,,rest,0,0,debug,0.006000,0.012000,,,,0.490829,0.549703
26.2677,squat,face,0.017534,0.020517,0.884436,0.466801,0.402080,0.099312,0.176555,0.884436,0.017534,4,0.497501,0.358271,,0.847656,,rest,0,0,debug,0.006000,0.012000,0.202455,0.271484,5,0.497818,0.554740
26.3343,squat,face,0.014837,0.018813,0.893772,0.472500,0.412324,0.091355,0.162408,0.893772,0.014837,4,0.496989,0.366205,,0.830566,,rest,0,0,debug,0.006000,0.012000,0.211635,0.457275,5,0.513679,0.569517
26.3677,squat,face,0.013116,0.017104,0.883607,0.474899,0.417501,0.085895,0.152703,0.883607,0.013116,4,0.496270,0.366887,0.030654,0.803711,,rest,0,0,debug,0.006000,0.012000,0.212643,0.505371,5,0.520449,0.577036
26.4010,squat,face,0.011884,0.015538,0.888292,0.478108,0.421230,0.081762,0.145354,0.888292,0.011884,4,0.496261,0.365198,0.036650,0.803711,,rest,0,0,debug,0.006000,0.012000,0.213320,0.428467,5,0.526353,0.584265
26.4343,squat,face,0.010842,0.014129,0.890762,0.479742,0.426314,0.078093,0.138833,0.890762,0.010842,4,0.495905,0.368761,0.069148,0.795410,,rest,0,0,debug,0.006000,0.012000,0.208339,0.494629,5,0.531634,0.594454
26.4677,squat,face,0.010851,0.013146,0.896227,0.479364,0.428570,0.078124,0.138888,0.896227,0.010851,4,0.494417,0.368650,0.073883,0.789551,,rest,0,0,debug,0.006000,0.012000,0.204116,0.538574,5,0.536092,0.604480
26.5010,squat,face,0.009353,0.012008,0.884712,0.484859,0.435310,0.072535,0.128951,0.884712,0.009353,4,0.489961,0.368639,0.079010,0.763184,,rest,0,0,debug,0.006000,0.012000,0.196650,0.536621,5,0.540740,0.615013
26.5343,squat,face,0.008533,0.010966,0.849805,0.487730,0.438624,0.069283,0.123169,0.849805,0.008533,4,0.488343,0.368908,0.093544,0.751953,,rest,0,0,debug,0.006000,0.012000,0.188308,0.579102,5,0.545245,0.629385
26.5677,squat,face,0.007728,0.009994,0.827683,0.490830,0.440258,0.065932,0.117213,0.827683,0.007728,4,0.485592,0.369283,0.101482,0.861816,,rest,0,0,debug,0.006000,0.012000,0.176167,0.590332,5,0.549951,0.645402
26.6010,squat,face,0.007378,0.009209,0.803435,0.498273,0.446406,0.064421,0.114526,0.803435,0.007378,4,0.483997,0.370207,0.113660,0.873535,,rest,0,0,debug,0.006000,0.012000,0.172636,0.606445,5,0.554694,0.658098
26.6343,squat,face,0.007301,0.008637,0.815799,0.501593,0.449564,0.064086,0.113932,0.815799,0.007301,4,0.481373,0.371574,0.119901,0.845703,,rest,0,0,debug,0.006000,0.012000,0.171906,0.653809,5,0.558769,0.672012
26.6677,squat,face,0.006745,0.008069,0.802219,0.505309,0.451060,0.061594,0.109500,0.802219,0.006745,4,0.475298,0.372553,0.125290,0.829102,,rest,0,0,debug,0.006000,0.012000,0.168105,0.675293,5,0.561408,0.681338
26.7010,squat,face,0.006020,0.007454,0.783123,0.509718,0.457403,0.058189,0.103448,0.783123,0.006020,4,0.471599,0.372055,0.135897,0.896484,,rest,0,0,debug,0.006000,0.012000,0.167485,0.691895,5,0.562472,0.686329
26.7343,squat,face,0.006358,0.007126,0.794267,0.516088,0.457579,0.059804,0.106318,0.794267,0.006358,4,0.469329,0.368321,0.148121,0.869629,,rest,0,0,debug,0.006000,0.012000,0.166971,0.659180,5,0.561293,0.687381
26.7677,squat,face,0.006914,0.007062,0.837943,0.518664,0.456694,0.062364,0.110870,0.837943,0.006914,4,0.461959,0.364944,0.156399,0.839355,,rest,0,0,debug,0.006000,0.012000,0.164992,0.638672,5,0.559052,0.689509
26.8010,squat,face,0.006642,0.006936,0.800085,0.522907,0.457090,0.061125,0.108667,0.800085,0.006642,4,0.459234,0.362525,0.176980,0.899902,,rest,0,0,debug,0.006000,0.012000,0.161827,0.596191,5,0.555744,0.690450
26.8343,squat,face,0.006888,0.006922,0.860652,0.525380,0.460411,0.062244,0.110656,0.860652,0.006888,4,0.455480,0.359507,0.179648,0.862305,,rest,0,0,debug,0.006000,0.012000,0.159365,0.622070,5,0.549310,0.687745
26.8677,squat,face,0.006980,0.006939,0.879453,0.529369,0.458370,0.062658,0.111392,0.879453,0.006980,4,0.449793,0.358266,0.184378,0.837891,,rest,0,0,debug,0.006000,0.012000,0.156279,0.623047,5,0.542914,0.686938
26.9010,squat,face,0.006818,0.006903,0.838817,0.533255,0.457948,0.061926,0.110091,0.838817,0.006818,4,0.446528,0.355964,0.185845,0.898926,,rest,0,0,debug,0.006000,0.012000,0.150223,0.697266,5,0.536102,0.681971
26.9344,squat,face,0.007166,0.006982,0.841722,0.537573,0.455763,0.063489,0.112869,0.841722,0.007166,4,0.443765,0.352857,0.181008,0.862305,,rest,0,0,debug,0.006000,0.012000,0.150762,0.610352,5,0.529909,0.677838
26.9677,squat,face,0.006761,0.006915,0.876394,0.541818,0.459425,0.061670,0.109635,0.876394,0.006761,4,0.440061,0.351670,0.193393,0.827637,,rest,0,0,debug,0.006000,0.012000,0.144998,0.623047,5,0.526070,0.674562
27.0010,squat,face,0.006938,0.006922,0.880840,0.543572,0.456294,0.062473,0.111062,0.880840,0.006938,4,0.436792,0.351043,0.191675,0.833984,,rest,0,0,debug,0.006000,0.012000,0.142717,0.612305,5,0.523030,0.669359
27.0344,squat,face,0.006759,0.006873,0.871085,0.545430,0.456596,0.061661,0.109619,0.871085,0.006759,4,0.435057,0.349582,0.181174,0.888184,,rest,0,0,debug,0.006000,0.012000,0.138182,0.632812,5,0.520584,0.663340
27.0677,squat,face,0.006625,0.006799,0.845196,0.547183,0.460350,0.061044,0.108523,0.845196,0.006625,4,0.433985,0.349376,0.181280,0.907715,,rest,0,0,debug,0.006000,0.012000,0.139806,0.641113,5,0.518328,0.656473
27.1010,squat,face,0.006985,0.006855,0.822059,0.547133,0.458052,0.062684,0.111438,0.822059,0.006985,4,0.432753,0.349115,0.182243,0.891113,,rest,0,0,debug,0.006000,0.012000,0.138336,0.680176,5,0.516033,0.650190
27.1344,squat,face,0.007158,0.006946,0.807678,0.548388,0.456063,0.063456,0.112810,0.807678,0.007158,4,0.432555,0.349239,0.181848,0.888184,,rest,0,0,debug,0.006000,0.012000,0.137763,0.686035,5,0.514017,0.645912
27.1677,squat,face,0.006503,0.006813,0.806771,0.549350,0.461427,0.060479,0.107518,0.806771,0.006503,4,0.432303,0.348826,0.180746,0.886719,,rest,0,0,debug,0.006000,0.012000,0.141096,0.652344,5,0.511288,0.640818
27.2010,squat,face,0.006672,0.006771,0.804650,0.551018,0.462897,0.061264,0.108913,0.804650,0.006672,4,0.432605,0.349585,0.184483,0.895996,,rest,0,0,debug,0.006000,0.012000,0.138578,0.667480,5,0.508974,0.637097
27.2344,squat,face,0.006164,0.006589,0.807980,0.549682,0.462479,0.058882,0.104680,0.807980,0.006164,4,0.432493,0.349362,0.181437,0.891113,,rest,0,0,debug,0.006000,0.012000,0.138666,0.670898,5,0.506842,0.634678
27.2677,squat,face,0.006844,0.006665,0.804043,0.549138,0.455503,0.062047,0.110306,0.804043,0.006844,4,0.432396,0.348755,0.179760,0.891113,,rest,0,0,debug,0.006000,0.012000,0.139231,0.657227,5,0.505493,0.633609
27.3010,squat,face,0.006522,0.006622,0.814301,0.548498,0.459402,0.060569,0.107679,0.814301,0.006522,4,0.432478,0.349611,0.191971,0.890625,,rest,0,0,debug,0.006000,0.012000,0.137742,0.669922,5,0.504206,0.632597
27.3344,squat,face,0.006708,0.006648,0.820573,0.549000,0.457693,0.061425,0.109199,0.820573,0.006708,4,0.432619,0.350392,0.190544,0.894531,,rest,0,0,debug,0.006000,0.012000,0.137373,0.665039,5,0.502973,0.631341
27.3677,squat,face,0.006581,0.006628,0.827388,0.549560,0.458186,0.060842,0.108163,0.827388,0.006581,4,0.432876,0.351979,0.191280,0.905273,,rest,0,0,debug,0.006000,0.012000,0.134624,0.658691,5,0.501496,0.629194
27.4010,squat,face,0.006784,0.006675,0.830039,0.548011,0.457466,0.061776,0.109824,0.830039,0.006784,4,0.433569,0.352506,0.192293,0.910156,,rest,0,0,debug,0.006000,0.012000,0.135454,0.654785,5,0.499802,0.627105
27.4344,squat,face,0.006515,0.006627,0.845196,0.546436,0.457501,0.060538,0.107622,0.845196,0.006515,4,0.434696,0.353512,0.189080,0.895508,,rest,0,0,debug,0.006000,0.012000,0.137865,0.622559,5,0.498014,0.625225
27.4677,squat,face,0.006789,0.006675,0.864615,0.544869,0.455774,0.061795,0.109857,0.864615,0.006789,4,0.435203,0.354976,0.178960,0.879395,,rest,0,0,debug,0.006000,0.012000,0.136360,0.626465,5,0.495992,0.623900
27.5010,squat,face,0.006582,0.006647,0.858380,0.542840,0.458407,0.060848,0.108174,0.858380,0.006582,4,0.435917,0.356346,0.189233,0.854004,,rest,0,0,debug,0.006000,0.012000,0.134930,0.665039,5,0.494194,0.623524
27.5344,squat,face,0.006654,0.006649,0.845196,0.543112,0.458622,0.061178,0.108760,0.845196,0.006654,4,0.440131,0.355364,0.200992,0.813965,,rest,0,0,debug,0.006000,0.012000,0.136625,0.656250,5,0.493108,0.625976
27.5677,squat,face,0.006891,0.006722,0.823543,0.539659,0.456621,0.062259,0.110683,0.823543,0.006891,4,0.443794,0.356083,0.207472,0.873047,,rest,0,0,debug,0.006000,0.012000,0.138968,0.669434,5,0.492436,0.628382
27.6010,squat,face,0.006272,0.006587,0.784680,0.537780,0.457527,0.059396,0.105593,0.784680,0.006272,4,0.445027,0.356064,0.208881,0.878906,,rest,0,0,debug,0.006000,0.012000,0.135249,0.645996,5,0.493316,0.633628
27.6344,squat,face,0.006337,0.006512,0.817592,0.534916,0.459919,0.059705,0.106142,0.817592,0.006337,4,0.447564,0.356229,0.202058,0.882812,,rest,0,0,debug,0.006000,0.012000,0.138630,0.642578,5,0.493924,0.634807
27.6677,squat,face,0.005842,0.006311,0.842012,0.535192,0.457344,0.057324,0.101909,0.842012,0.005842,4,0.450099,0.354975,0.189499,0.823242,,rest,0,0,debug,0.006000,0.012000,0.137540,0.643555,5,0.496526,0.632767
27.7010,squat,face,0.006318,0.006313,0.822356,0.530073,0.456599,0.059612,0.105978,0.822356,0.006318,4,0.456452,0.356175,0.181107,0.847656,,rest,0,0,debug,0.006000,0.012000,0.143516,0.606445,5,0.499179,0.622858
